Player,Year,Salary
Andre Iguodala,2018,16000000
Timofey Mozgov,2018,16000000
Ian Mahinmi,2018,16000000
Clint Capela,2018,15793104
Dennis Schroeder,2018,15500000
DeMarre Carroll,2018,15400000
Gorgui Dieng,2018,15170787
Eric Bledsoe,2018,15000000
Trevor Ariza,2018,15000000
Tobias Harris,2018,14800000
Ricky Rubio,2018,14800000
JR Smith,2018,14720000
Brandon Knight,2018,14631250
James Johnson,2018,14420700
Robin Lopez,2018,14357750
Kenneth Faried,2018,14242782
Marvin Williams,2018,14087500
Taj Gibson,2018,14000000
Thaddeus Young,2018,13764045
Tyson Chandler,2018,13585000
Marcin Gortat,2018,13565218
Kelly Olynyk,2018,13537527
Cody Zeller,2018,13528090
Eric Gordon,2018,13500375
Austin Rivers,2018,13155324
Michael Kidd-Gilchrist,2018,13000000
Khris Middleton,2018,13000000
Mason Plumlee,2018,12917808
Wilson Chandler,2018,12800562
Solomon Hill,2018,12763467
Nikola Vucevic,2018,12750000
Dion Waiters,2018,12705000
Joe Ingles,2018,12545455
Jeremy Lin,2018,12516746
Jordan Clarkson,2018,12500000
Nikola Mirotic,2018,12500000
Miles Plumlee,2018,12400000
Tyreke Evans,2018,12400000
Courtney Lee,2018,12253780
JJ Redick,2018,12250000
Kemba Walker,2018,12000000
Kentavious Caldwell-Pope,2018,12000000
Avery Bradley,2018,12000000
Will Barton,2018,11830358
TJ Warren,2018,11750000
Zach Randolph,2018,11692308
Patrick Mills,2018,11571429
Alec Burks,2018,11536515
Omer Asik,2018,11286516
Marcus Smart,2018,11160716
Jusuf Nurkic,2018,11111111
Iman Shumpert,2018,11011234
Moe Harkless,2018,10837079
Tony Snell,2018,10607143
Dante Exum,2018,10600000
Meyers Leonard,2018,10595506
John Henson,2018,10577466
Bojan Bogdanovic,2018,10500000
Mirza Teletovic,2018,10500000
Terrence Ross,2018,10500000
Robert Covington,2018,10464092
Rudy Gay,2018,10087200
Jon Leuer,2018,10002681
Darren Collison,2018,10000000
Andre Roberson,2018,10000000
Danny Green,2018,10000000
Dwight Powell,2018,9631250
Matthew Dellavedova,2018,9607500
Jared Dudley,2018,9530000
Boban Marjanovic,2018,9490740
Josh Richardson,2018,9367200
Norman Powell,2018,9367200
Markieff Morris,2018,9173294
Rajon Rondo,2018,9000000
Bogdan Bogdanovic,2018,9000000
E'Twaun Moore,2018,8808685
Kosta Koufos,2018,8739500
Fred VanVleet,2018,8653847
Wayne Ellington,2018,8653076
Kyle Anderson,2018,8641000
Julius Randle,2018,8641000
Jerryd Bayless,2018,8575916
Cristiano Felicio,2018,8470980
Markelle Fultz,2018,8339880
Joe Harris,2018,8333333
CJ Miles,2018,8333333
Jerami Grant,2018,8333333
Shaun Livingston,2018,8307692
Deandre Ayton,2018,8175840
JaMychal Green,2018,8066667
Louis Williams,2018,8000000
Garrett Temple,2018,8000000
PJ Tucker,2018,7959537
Cory Joseph,2018,7945000
Karl-Anthony Towns,2018,7839435
Kyle Korver,2018,7560000
Darrell Arthur,2018,7464912
Lonzo Ball,2018,7461960
Doug McDermott,2018,7333334
Marvin Bagley,2018,7314960
Jae Crowder,2018,7305825
DJ Augustin,2018,7250000
Lance Thomas,2018,7119650
D'Angelo Russell,2018,7019698
Jeremy Lamb,2018,7000000
Langston Galloway,2018,7000000
Ersan Ilyasova,2018,7000000
Davis Bertans,2018,7000000
Al-Farouq Aminu,2018,6957105
Jayson Tatum,2018,6700800
Luka Doncic,2018,6569040
Mario Hezonja,2018,6500000
Nemanja Bjelica,2018,6500000
Ben Simmons,2018,6434520
Dewayne Dedmon,2018,6300000
Milos Teodosic,2018,6300000
Marco Belinelli,2018,6153846
Wesley Johnson,2018,6134000
Josh Jackson,2018,6041520
Ishmael Smith,2018,6000000
Montrezl Harrell,2018,6000000
Jonathon Simmons,2018,6000000
Jaren Jackson Jr,2018,5922720
Brandon Ingram,2018,5757120
Anthony Tolliver,2018,5750000
Kristaps Porzingis,2018,5697054
Deron Williams,2018,5474787
De'Aaron Fox,2018,5470920
Ben McLemore,2018,5460000
Patrick Patterson,2018,5451600
Jason Smith,2018,5450000
Marcus Morris,2018,5375000
Trae Young,2018,5363280
DeMarcus Cousins,2018,5337000
Josh Smith,2018,5331729
Alexis Ajinca,2018,5285394
Thabo Sefolosha,2018,5250000
Aron Baynes,2018,5193600
Jaylen Brown,2018,5169960
Patrick Beverley,2018,5027028
Tony Parker,2018,5000000
Dirk Nowitzki,2018,5000000
Mike Muscala,2018,5000000
Jonathan Isaac,2018,4969080
Mo Bamba,2018,4871280
Jamal Crawford,2018,4698113
Ron Baker,2018,4697823
Willie Cauley-Stein,2018,4696874
Dragan Bender,2018,4661280
Lauri Markkanen,2018,4536120
Justin Holiday,2018,4500000
Ed Davis,2018,4449000
Kyle O'Quinn,2018,4449000
Lance Stephenson,2018,4449000
Wendell Carter,2018,4446840
Alex Len,2018,4350000
Luc Mbah a Moute,2018,4320500
Mike Scott,2018,4320500
Emmanuel Mudiay,2018,4294479
Kris Dunn,2018,4221000
Frank Ntilikina,2018,4155720
Glenn Robinson III,2018,4075000
Collin Sexton,2018,4073760
Al Jefferson,2018,4000000
Stanley Johnson,2018,3940401
Buddy Hield,2018,3833760
Dennis Smith,2018,3819960
Jodie Meeks,2018,3774176
Kevin Knox,2018,3744840
Jose Juan Barea,2018,3710850
Alex Abrines,2018,3667645
Nenê,2018,3651480
Zach Collins,2018,3628920
Frank Kaminsky,2018,3627842
Mikal Bridges,2018,3557400
Michael Beasley,2018,3500000
Jamal Murray,2018,3499800
Rodney Hood,2018,3472887
Justise Winslow,2018,3448926
Malik Monk,2018,3447480
Cameron Payne,2018,3440356
Brook Lopez,2018,3382000
Allonzo Trier,2018,3382000
Shai Gilgeous-Alexander,2018,3375360
Trey Lyles,2018,3364249
Ekpe Udoh,2018,3360000
Devin Booker,2018,3314365
Myles Turner,2018,3294994
Luke Kennard,2018,3275280
Troy Daniels,2018,3258539
Kelly Oubre,2018,3208630
Miles Bridges,2018,3206640
Marquese Chriss,2018,3206160
Tomas Satoransky,2018,3129187
Bryn Forbes,2018,3125000
Donovan Mitchell,2018,3111480
Terry Rozier,2018,3050389
Jerome Robinson,2018,3050160
Elfrid Payton,2018,3000000
Yogi Ferrell,2018,3000000
Bam Adebayo,2018,2955840
Jakob Poeltl,2018,2947320
Michael Porter,2018,2894160
Andrew Nicholson,2018,2844429
Justin Jackson,2018,2807880
Thon Maker,2018,2799720
Seth Curry,2018,2795000
Cedi Osman,2018,2775000
Sam Dekker,2018,2760094
Troy Brown,2018,2752680
Guerschon Yabusele,2018,2667600
Justin Patton,2018,2667600
Domantas Sabonis,2018,2659800
Jerian Grant,2018,2639313
Zhaire Smith,2018,2615160
Corey Brewer,2018,2559925
Delon Wright,2018,2536898
DJ Wilson,2018,2534280
Taurean Prince,2018,2526840
Dario Saric,2018,2526840
Justin Anderson,2018,2516047
Shelvin Mack,2018,2512601
Reggie Bullock,2018,2500000
Manu Ginobili,2018,2500000
Bobby Portis,2018,2494346
Dante Cunningham,2018,2487000
Donte DiVincenzo,2018,2484360
Rondae Hollis-Jefferson,2018,2470356
Tyus Jones,2018,2444052
Jarell Martin,2018,2416221
Greg Monroe,2018,2410167
TJ Leaf,2018,2407560
Georgios Papagiannis,2018,2400480
Vince Carter,2018,2393887
Carmelo Anthony,2018,2393887
Channing Frye,2018,2393887
Devin Harris,2018,2393887
Jose Calderon,2018,2393887
Zaza Pachulia,2018,2393887
JaVale McGee,2018,2393887
Udonis Haslem,2018,2393887
Dwyane Wade,2018,2393887
Raymond Felton,2018,2393887
Amir Johnson,2018,2393887
Jeff Green,2018,2393887
Lonnie Walker,2018,2360160
John Collins,2018,2299080
Denzel Valentine,2018,2280600
Larry Nance Jr,2018,2272390
Kevin Huerter,2018,2250960
Monta Ellis,2018,2245400
Harry Giles,2018,2207040
Darius Miller,2018,2205000
Henry Ellenson,2018,2199311
Omri Casspi,2018,2176260
Derrick Rose,2018,2176260
Juan Hernangomez,2018,2166360
Jonas Jerebko,2018,2165481
Quincy Pondexter,2018,2165481
Josh Okogie,2018,2163600
Nik Stauskas,2018,2161886
Terrance Ferguson,2018,2118840
Raul Neto,2018,2100000
Salah Mejri,2018,2098196
Grayson Allen,2018,2076960
Jarrett Allen,2018,2034120
Isaiah Thomas,2018,2029463
Spencer Hawes,2018,2007058
Torrey Craig,2018,2000000
Cole Aldrich,2018,2000000
Chandler Hutchison,2018,1991520
Ante Zizic,2018,1952760
OG Anunoby,2018,1952760
Shabazz Napier,2018,1942422
Aaron Holiday,2018,1914480
Timothe Luwawu,2018,1880268
Tyler Lydon,2018,1874640
Anfernee Simons,2018,1837800
Tim Frazier,2018,1832107
Trey Burke,2018,1795015
Malik Beasley,2018,1773840
Moritz Wagner,2018,1764240
Ian Clark,2018,1757429
Nerlens Noel,2018,1757429
Deyonta Davis,2018,1741503
Furkan Korkmaz,2018,1740000
Caleb Swanigan,2018,1740000
Landry Shamet,2018,1705920
Caris LeVert,2018,1702800
Rodions Kurucs,2018,1690000
Jonah Bolden,2018,1690000
Kyle Kuzma,2018,1689840
Tony Bradley,2018,1679520
Derrick White,2018,1667160
Kyle Singler,2018,1665333
Robert Williams,2018,1656600
Spencer Dinwiddie,2018,1656092
MarShon Brooks,2018,1656092
Josh Hart,2018,1655160
Jacob Evans,2018,1646400
Pat Connaughton,2018,1641000
DeAndre Bembry,2018,1634640
Dzanan Musa,2018,1634400
Omari Spellman,2018,1622520
Noah Vonleh,2018,1621415
James Ennis,2018,1621415
Luke Kornet,2018,1619260
TJ McConnell,2018,1600520
Richaun Holmes,2018,1600520
Malachi Richardson,2018,1569360
Kevon Looney,2018,1567007
Jahlil Okafor,2018,1567007
Wayne Selden,2018,1544951
Dorian Finney-Smith,2018,1544951
Damian Jones,2018,1544951
Quinn Cook,2018,1544951
Wade Baldwin,2018,1544951
Ivica Zubac,2018,1544951
Rodney McGruder,2018,1544951
Malcolm Brogdon,2018,1544951
Cheick Diallo,2018,1544951
Jake Layman,2018,1544951
Skal Labissiere,2018,1544951
Dejounte Murray,2018,1544951
Pascal Siakam,2018,1544951
Treveon Graham,2018,1512601
David Nwaba,2018,1512601
Gerald Green,2018,1512601
Derrick Jones,2018,1512601
Christian Wood,2018,1512601
Georges Niang,2018,1512601
Willy Hernangomez,2018,1496500
Sviatoslav Mykhailiuk,2018,1487694
Mitchell Robinson,2018,1485440
Michael Carter-Williams,2018,1468082
Jawun Evans,2018,1455492
Semi Ojeleye,2018,1378242
Daniel Theis,2018,1378242
Dwayne Bacon,2018,1378242
Maxi Kleber,2018,1378242
Jordan Bell,2018,1378242
Zhou Qi,2018,1378242
Sindarius Thornwell,2018,1378242
Rade Zagorac,2018,1378242
Dillon Brooks,2018,1378242
Ivan Rabb,2018,1378242
Tyler Dorsey,2018,1378242
Sterling Brown,2018,1378242
Frank Jackson,2018,1378242
Damyean Dotson,2018,1378242
Abdel Nader,2018,1378242
Wesley Iwundu,2018,1378242
Khem Birch,2018,1378242
Frank Mason,2018,1378242
Royce O'Neale,2018,1378242
Thomas Bryant,2018,1378242
Daniel Hamilton,2018,1349383
Jabari Bird,2018,1349383
Antonio Blakeney,2018,1349383
Ryan Arcidiacono,2018,1349383
Monte Morris,2018,1349383
Alfonzo McKinnie,2018,1349383
Ike Anigbogu,2018,1349383
Tyrone Wallace,2018,1349383
Shaquille Harrison,2018,1325531
Elie Okobo,2018,1238464
Jalen Brunson,2018,1230000
Melvin Frazier,2018,1050000
Raymond Spalding,2018,1023210
Isaac Bonga,2018,1000000
Justin Hamilton,2018,1000000
Devonte Graham,2018,988464
Chasson Randle,2018,975824
Patrick McCaw,2018,964104
De'Anthony Melton,2018,949000
Jason Thompson,2018,893333
Brad Wanamaker,2018,838464
Ryan Broekhoff,2018,838464
Jarred Vanderbilt,2018,838464
Bruce Brown,2018,838464
Khyri Thomas,2018,838464
Isaiah Hartenstein,2018,838464
Alize Johnson,2018,838464
Jevon Carter,2018,838464
Keita Bates-Diop,2018,838464
Kenrich Williams,2018,838464
Hamidou Diallo,2018,838464
Isaiah Briscoe,2018,838464
Gary Trent Jr,2018,838464
Chimezie Metu,2018,838464
Lorenzo Brown,2018,800000
Davon Reed,2018,752250
Isaiah Canaan,2018,744671
Isaiah Whitehead,2018,726390
Bruno Caboclo,2018,705361
Gary Clark,2018,674122
James Nunnally,2018,663255
Kalin Lucas,2018,648008
John Jenkins,2018,585809
Deonte Burton,2018,500000
Andrew Bogut,2018,486892
Dakari Johnson,2018,459414
Chris Boucher,2018,457418
Malcolm Miller,2018,457418
Edmond Sumner,2018,449794
Yante Maten,2018,385000
Andrew Harrison,2018,354500
Eric Moreland,2018,309859
Nick Young,2018,284020
Danuel House,2018,247827
Okaro White,2018,247827
Jaylen Adams,2018,236854
Ben Moore,2018,222099
Tyler Zeller,2018,213948
Quincy Acy,2018,213948
Terrence Jones,2018,198579
Jimmer Fredette,2018,198579
Dairis Bertans,2018,194220
Walter Lemon Jr,2018,176250
Demetrius Jackson,2018,170107
BJ Johnson,2018,142111
Chris Chiozza,2018,137374
Johnathan Williams,2018,127250
Cam Reynolds,2018,108953
Donatas Motiejunas,2018,99289
Emanuel Terry,2018,94740
Justin Bibbs,2018,92159
JaKarr Sampson,2018,85457
Gary Payton II,2018,85457
Alex Poythress,2018,77250
PJ Dozier,2018,77250
RJ Hunter,2018,77250
Theo Pinson,2018,77250
Alan Williams,2018,77250
JP Macura,2018,77250
Joe Chealey,2018,77250
Rawle Alkins,2018,77250
Tyler Ulis,2018,77250
Brandon Sampson,2018,77250
John Holland,2018,77250
Billy Preston,2018,77250
Jaron Blossomgame,2018,77250
Jalen Jones,2018,77250
Deng Adel,2018,77250
Kostas Antetokounmpo,2018,77250
Daryl Macon,2018,77250
Thomas Welsh,2018,77250
DeVaughn Akoon-Purcell,2018,77250
Archie Goodwin,2018,77250
Keenan Evans,2018,77250
Zach Lofton,2018,77250
Damion Lee,2018,77250
Marcus Derrickson,2018,77250
Vincent Edwards,2018,77250
Trevon Duval,2018,77250
Angel Delgado,2018,77250
Johnathan Motley,2018,77250
Alex Caruso,2018,77250
Yuta Watanabe,2018,77250
DJ Stephens,2018,77250
Jarnell Stokes,2018,77250
Julian Washburn,2018,77250
Duncan Robinson,2018,77250
Jaylen Morris,2018,77250
Bonzie Colson,2018,77250
Jared Terrell,2018,77250
CJ Williams,2018,77250
Trevon Bluiett,2018,77250
Isaiah Hicks,2018,77250
Kadeem Allen,2018,77250
Tyler Davis,2018,77250
Donte Grantham,2018,77250
Troy Caupain,2018,77250
Amile Jefferson,2018,77250
Shake Milton,2018,77250
Haywood Highsmith,2018,77250
George King,2018,77250
Troy Williams,2018,77250
Drew Eubanks,2018,77250
Jordan Loyd,2018,77250
Naz Long,2018,77250
Tyler Cavanaugh,2018,77250
Devin Robinson,2018,77250
Jordan McRae,2018,77250
Jonathan Gibson,2018,76236
Kobi Simmons,2018,76236
Andre Ingram,2018,76236
Scott Machado,2018,76236
Charles Cooke,2018,76236
Scotty Hopson,2018,76236
Wenyen Gabriel,2018,75000
Billy Garrett,2018,67370
Brandon Goodwin,2018,56845
Mitch Creek,2018,56845
Jemerrio Jones,2018,52170
Jordan Sibert,2018,47370
Isaac Humphries,2018,47370
Mitchell Creek,2018,47370
Tahjere McCall,2018,47370
Michael Frazier,2018,47370
Stephan Hicks,2018,47370
Dusty Hannahs,2018,47370
Kendrick Nunn,2018,47370
Richard Solomon,2018,47370
Cody Demps,2018,47370
Tarik Phillip,2018,47370
Stephen Curry,2017,34682550
LeBron James,2017,33285709
Paul Millsap,2017,30769231
Gordon Hayward,2017,29727900
Blake Griffin,2017,29512900
Kyle Lowry,2017,28903704
Mike Conley,2017,28530608
James Harden,2017,28299399
Russell Westbrook,2017,28299399
DeMar DeRozan,2017,27739975
Al Horford,2017,27734405
Carmelo Anthony,2017,26243760
Damian Lillard,2017,26153057
Jrue Holiday,2017,25686667
Chris Bosh,2017,25289390
Kevin Durant,2017,25000000
Otto Porter,2017,24773250
Chris Paul,2017,24268959
CJ McCollum,2017,23962573
Andre Drummond,2017,23775506
Hassan Whiteside,2017,23775506
Anthony Davis,2017,23775506
Bradley Beal,2017,23775506
Dwight Howard,2017,23500000
Harrison Barnes,2017,23112004
Chandler Parsons,2017,23112004
JJ Redick,2017,23000000
Kevin Love,2017,22642350
DeAndre Jordan,2017,22642350
Brook Lopez,2017,22642350
Marc Gasol,2017,22642350
Giannis Antetokounmpo,2017,22471911
Steven Adams,2017,22471911
Nicolas Batum,2017,22434783
LaMarcus Aldridge,2017,21461010
Greg Monroe,2017,21384175
Rudy Gobert,2017,21224719
Victor Oladipo,2017,21000000
Danilo Gallinari,2017,20559599
Serge Ibaka,2017,20061729
George Hill,2017,20000000
Ryan Anderson,2017,19578455
Paul George,2017,19300000
Jeff Teague,2017,19000000
Kyrie Irving,2017,18868626
Kawhi Leonard,2017,18868625
Jimmy Butler,2017,18696918
Allen Crabbe,2017,18500000
DeMarcus Cousins,2017,18063850
John Wall,2017,18063850
Enes Kanter,2017,17884176
Wesley Matthews,2017,17884175
Dwyane Wade,2017,17878652
Klay Thompson,2017,17826150
Joakim Noah,2017,17765000
Kentavious Caldwell-Pope,2017,17745894
Luol Deng,2017,17190000
Evan Turner,2017,17131148
Goran Dragic,2017,17000450
Bismack Biyombo,2017,17000000
Evan Fournier,2017,17000000
Kent Bazemore,2017,16910112
Robert Covington,2017,16698103
Tim Hardaway Jr,2017,16500000
Tristan Thompson,2017,16400000
Draymond Green,2017,16400000
Reggie Jackson,2017,16000000
Tobias Harris,2017,16000000
Pau Gasol,2017,16000000
Ian Mahinmi,2017,16000000
Dennis Schroeder,2017,15500000
Jonas Valanciunas,2017,15460675
Tony Parker,2017,15453126
Timofey Mozgov,2017,15280000
Jamal Crawford,2017,15270762
Andre Iguodala,2017,14814815
DeMarre Carroll,2017,14800000
Eric Bledsoe,2017,14500000
Gorgui Dieng,2017,14112360
Khris Middleton,2017,14100000
Ricky Rubio,2017,14100000
Mason Plumlee,2017,14041096
Taj Gibson,2017,14000000
Robin Lopez,2017,13788500
JR Smith,2017,13760000
James Johnson,2017,13734000
Joe Ingles,2017,13636364
Brandon Knight,2017,13618750
Marvin Williams,2017,13168750
Michael Kidd-Gilchrist,2017,13000000
Tyson Chandler,2017,13000000
Eric Gordon,2017,12943020
Kenneth Faried,2017,12921348
Thaddeus Young,2017,12921348
Marcin Gortat,2017,12782609
Cody Zeller,2017,12584270
Nikola Mirotic,2017,12500000
Miles Plumlee,2017,12400000
Zach Randolph,2017,12307692
Nikola Vucevic,2017,12250000
Solomon Hill,2017,12236535
Dion Waiters,2017,12100000
Wilson Chandler,2017,12016854
Kelly Olynyk,2017,12007169
Jeremy Lin,2017,12000000
Kemba Walker,2017,12000000
Derrick Favors,2017,12000000
Austin Rivers,2017,11825000
Courtney Lee,2017,11747890
Nikola Pekovic,2017,11600000
Jordan Clarkson,2017,11562500
John Henson,2017,11422536
Amir Johnson,2017,11000000
Alec Burks,2017,10845506
Patrick Mills,2017,10714286
Moe Harkless,2017,10662922
Omer Asik,2017,10595505
Bojan Bogdanovic,2017,10500000
Mirza Teletovic,2017,10500000
Terrence Ross,2017,10500000
Jon Leuer,2017,10497319
Iman Shumpert,2017,10337079
Joe Johnson,2017,10254904
Darren Collison,2017,10000000
Jared Dudley,2017,10000000
Danny Green,2017,10000000
Meyers Leonard,2017,9904495
Tony Snell,2017,9821429
Al Jefferson,2017,9769821
Matthew Dellavedova,2017,9607500
Trevor Booker,2017,9571137
Bogdan Bogdanovic,2017,9470614
Andre Roberson,2017,9259260
Dwight Powell,2017,9003125
Jerryd Bayless,2017,9000000
Avery Bradley,2017,8808989
JaMychal Green,2017,8533333
E'Twaun Moore,2017,8445024
Rudy Gay,2017,8406000
Kosta Koufos,2017,8393000
Corey Brewer,2017,8105615
Garrett Temple,2017,8000000
Vince Carter,2017,8000000
Markieff Morris,2017,8000000
CJ Miles,2017,7936509
Cristiano Felicio,2017,7843500
Shaun Livingston,2017,7692308
Cory Joseph,2017,7630000
PJ Tucker,2017,7590035
Andrew Wiggins,2017,7574322
Darrell Arthur,2017,7464912
Channing Frye,2017,7420912
Trevor Ariza,2017,7400000
Al-Farouq Aminu,2017,7319035
Cole Aldrich,2017,7300000
DJ Augustin,2017,7250000
Marco Belinelli,2017,7082277
Markelle Fultz,2017,7026240
Jeremy Lamb,2017,7000000
Kyle Korver,2017,7000000
Louis Williams,2017,7000000
Jameer Nelson,2017,6998920
Dewayne Dedmon,2017,6900000
Jae Crowder,2017,6796117
Jabari Parker,2017,6782392
Langston Galloway,2017,6666667
Lance Thomas,2017,6655325
Ersan Ilyasova,2017,6514288
Matt Barnes,2017,6400625
Ed Davis,2017,6352531
Rajon Rondo,2017,6300000
Jonathon Simmons,2017,6300000
Lonzo Ball,2017,6286560
Wayne Ellington,2017,6270000
Isaiah Thomas,2017,6261394
Karl-Anthony Towns,2017,6216840
Ben Simmons,2017,6168840
Joel Embiid,2017,6100266
Josh McRoberts,2017,6021175
Ishmael Smith,2017,6000000
Milos Teodosic,2017,6000000
Shelvin Mack,2017,6000000
Alan Williams,2017,6000000
Brandan Wright,2017,5955760
Wesley Johnson,2017,5881260
Boban Marjanovic,2017,5881260
Tyler Johnson,2017,5821260
Alex Abrines,2017,5725000
Jayson Tatum,2017,5645400
D'Angelo Russell,2017,5562360
Brandon Ingram,2017,5519400
Josh Smith,2017,5514806
Patrick Beverley,2017,5513514
Aaron Gordon,2017,5504419
Deron Williams,2017,5474787
Arron Afflalo,2017,5328652
Anthony Tolliver,2017,5290000
Thabo Sefolosha,2017,5250000
Jason Smith,2017,5225000
Ben McLemore,2017,5200000
Nick Young,2017,5192000
Patrick Patterson,2017,5192000
Josh Jackson,2017,5090040
Mike Muscala,2017,5000000
Marcus Morris,2017,5000000
Dirk Nowitzki,2017,5000000
Larry Sanders,2017,5000000
Jahlil Okafor,2017,4995120
Dante Exum,2017,4992385
Alexis Ajinca,2017,4961798
Jaylen Brown,2017,4956480
Richard Jefferson,2017,4828652
Sean Kilpatrick,2017,4774445
Kyle Singler,2017,4666500
De'Aaron Fox,2017,4609200
Marcus Smart,2017,4538019
Kristaps Porzingis,2017,4503600
Justin Holiday,2017,4500000
Dragan Bender,2017,4468800
Devin Harris,2017,4402546
Ron Baker,2017,4328000
Aron Baynes,2017,4300000
Nerlens Noel,2017,4187599
Alex Len,2017,4187599
Jonathan Isaac,2017,4186320
Lance Stephenson,2017,4180000
Julius Randle,2017,4149242
Kyle O'Quinn,2017,4087500
Mario Hezonja,2017,4078320
Kris Dunn,2017,4046760
Noah Vonleh,2017,4031018
Jonas Jerebko,2017,4000000
Nemanja Bjelica,2017,3950000
Jose Juan Barea,2017,3903900
Quincy Pondexter,2017,3853931
Lauri Markkanen,2017,3821640
Nik Stauskas,2017,3807146
Willie Cauley-Stein,2017,3704160
Paul Pierce,2017,3679840
Buddy Hield,2017,3675480
Will Barton,2017,3533333
Frank Ntilikina,2017,3501120
Lavoy Allen,2017,3500000
Zaza Pachulia,2017,3477600
Nenê,2017,3477600
Troy Daniels,2017,3408520
Emmanuel Mudiay,2017,3381480
Jamal Murray,2017,3355320
Elfrid Payton,2017,3332340
Doug McDermott,2017,3294994
Tarik Black,2017,3290000
Tyreke Evans,2017,3290000
Jodie Meeks,2017,3290000
Dennis Smith,2017,3218280
Zach LaVine,2017,3202217
Ekpe Udoh,2017,3200000
TJ Warren,2017,3152930
Stanley Johnson,2017,3097800
Thon Maker,2017,3086784
Marquese Chriss,2017,3073800
Zach Collins,2017,3057240
Seth Curry,2017,3028410
James Ennis,2017,3028410
Mindaugas Kuzminskas,2017,3028410
Tomas Satoransky,2017,3000000
Ramon Sessions,2017,2986463
Jusuf Nurkic,2017,2947304
Lucas Nogueira,2017,2947304
Malik Monk,2017,2904480
Frank Kaminsky,2017,2847600
Andrew Nicholson,2017,2844429
Jakob Poeltl,2017,2825640
Luke Kennard,2017,2759280
Justise Winslow,2017,2705040
Michael Carter-Williams,2017,2700000
Cedi Osman,2017,2642857
Donovan Mitchell,2017,2621280
Gary Harris,2017,2550055
Domantas Sabonis,2017,2550000
Derrick Rose,2017,2533488
Malcolm Delaney,2017,2500000
Reggie Bullock,2017,2500000
Manu Ginobili,2017,2500000
Bam Adebayo,2017,2490360
Georgios Papagiannis,2017,2486757
Myles Turner,2017,2483040
Bruno Caboclo,2017,2451224
Ronnie Price,2017,2442455
Trey Lyles,2017,2441400
Taurean Prince,2017,2422560
Dario Saric,2017,2422560
Rodney Hood,2017,2386864
Justin Jackson,2017,2365560
Shabazz Napier,2017,2361359
Rashad Vaughn,2017,2338653
Clint Capela,2017,2334528
Jose Calderon,2017,2328652
David West,2017,2328652
Udonis Haslem,2017,2328652
Jason Terry,2017,2328652
Jarrett Jack,2017,2328652
Raymond Felton,2017,2328652
Nick Collison,2017,2328652
Devin Booker,2017,2319360
Dante Cunningham,2017,2300000
Wade Baldwin,2017,2254292
Guerschon Yabusele,2017,2247480
Justin Patton,2017,2247480
Monta Ellis,2017,2245400
Cameron Payne,2017,2203440
Denzel Valentine,2017,2186400
Kyle Anderson,2017,2151704
DJ Wilson,2017,2135040
Jeff Green,2017,2116955
JaVale McGee,2017,2116955
Luc Mbah a Moute,2017,2116955
Aaron Brooks,2017,2116955
Michael Beasley,2017,2116955
Marreese Speights,2017,2116955
Omri Casspi,2017,2106470
Mario Chalmers,2017,2106407
Darius Miller,2017,2100000
Kelly Oubre,2017,2093040
Juan Hernangomez,2017,2076840
TJ Leaf,2017,2028360
Spencer Hawes,2017,2007058
Tim Frazier,2017,2000000
Terry Rozier,2017,1988520
Luke Babbitt,2017,1974159
John Collins,2017,1936920
Shabazz Muhammad,2017,1924755
Harry Giles,2017,1859400
Troy Williams,2017,1842176
Sam Dekker,2017,1794600
Terrance Ferguson,2017,1785000
Henry Ellenson,2017,1780800
Eric Moreland,2017,1740000
Jerian Grant,2017,1713840
Jarrett Allen,2017,1713720
Quincy Acy,2017,1709538
Tyler Zeller,2017,1709538
Jordan Crawford,2017,1709538
Mike Scott,2017,1709538
Malik Beasley,2017,1700640
Ante Zizic,2017,1645200
Delon Wright,2017,1645200
OG Anunoby,2017,1645200
Caris LeVert,2017,1632480
Mike Dunleavy,2017,1600000
Timothe Luwawu,2017,1594590
Tyler Lydon,2017,1579440
Justin Anderson,2017,1579440
Ian Clark,2017,1577230
DeAndre Bembry,2017,1567200
Shane Larkin,2017,1524305
Joe Harris,2017,1524305
Spencer Dinwiddie,2017,1524305
Julyan Stone,2017,1524305
Glenn Robinson III,2017,1524305
Tyler Ennis,2017,1524305
Johnny O'Bryant,2017,1524305
Jerami Grant,2017,1524305
Joffrey Lauvergne,2017,1524305
Bobby Portis,2017,1516320
DeAndre Liggins,2017,1505942
Malachi Richardson,2017,1504560
Tony Allen,2017,1471382
Willie Reed,2017,1471382
Larry Nance Jr,2017,1471382
Salah Mejri,2017,1471382
Nikola Jokic,2017,1471382
Kevon Looney,2017,1471382
Joseph Young,2017,1471382
Montrezl Harrell,2017,1471382
Jarell Martin,2017,1471382
Josh Richardson,2017,1471382
Jordan Mickey,2017,1471382
Tyus Jones,2017,1471382
Josh Huestis,2017,1471382
Richaun Holmes,2017,1471382
TJ McConnell,2017,1471382
Pat Connaughton,2017,1471382
Norman Powell,2017,1471382
Raul Neto,2017,1471382
Chris McCullough,2017,1471382
Furkan Korkmaz,2017,1465920
Caleb Swanigan,2017,1465920
Okaro White,2017,1460927
Rondae Hollis-Jefferson,2017,1455720
Willy Hernangomez,2017,1435750
Kyle Kuzma,2017,1423560
Tony Bradley,2017,1414920
Derrick White,2017,1404600
Josh Hart,2017,1394520
